network,author_username,post_text
twitter,pdweinstein,@whitehouse Using space program to develop & prove alt energy/conservation/sustainability tech for marketplace: http://ow.ly/1ybpf #whgc.
twitter,acgosser,@whitehouse White House is looking for the 21st century's Grand Challenge. Here's one: clean water for everyone on the planet. #whgc
twitter,Ed_Yoder,"@whitehouse #1 on to-do list: Read The Constitution, #2 read The Federalist Papers, #3 study Locke and Smith, #4 remove FDR from the dime."
twitter,johnsancheznyc,@whitehouse Legalize it
twitter,Gravee,@whitehouse #whgc be the first nation to put a man on Mars. Fund NASA's Constellation program.
twitter,Rayna_Gangi,@whitehouse private sector jobs and budget cuts
twitter,Orbitalmechanic,"@whitehouse #whgc We should be focused on a permanent, manned colony on Mars as the first steps in moving humanity forward into space."
twitter,jeremiah256,"@whitehouse Redo the tax laws to close loopholes, encourage education and small business growth, discourage outsourcing."
twitter,Sean_Braisted,@whitehouse legalize and tax marijuana to reduce pressure on our Federal and State budgets.#whgc
twitter,CharliesApt,"@whitehouse I think that all buildings should be self sufficient--producing their own electrical power + heat using sun + wind, etc. #whgc"
twitter,MetaPhx,@whitehouse Education. Educating Americans that the science and technology industry is beneficial and not for 'nerds' and 'losers'. #whgc
twitter,TALlama,@whitehouse a world without nuclear weapons #whgc
twitter,DragonFire1024,@whitehouse how about you guys start with your jobs?
twitter,TALlama,@whitehouse a balanced budget with automatic stabilizers for times of distress #whgc
twitter,DarlaysJames,@whitehouse   http://tinyurl.com/naujqt
twitter,KyleIM,"@whitehouse Energy! Innovative ideas like waste-2-energy plants, crowd farms, Bloom Box. Incentivize private sector to move on these things!"
twitter,tattedupboy,"@whitehouse I've got one! Simplify the tax code! Most people would agree that right now, it's too long and complicated!"
twitter,ImmCompliance,@whitehouse CIR
twitter,Hankham,@whitehouse Keep defending us against the terrorist enemies that want to do us harm.  Get Osama!
twitter,WhiteLabelDon,@whitehouse The issue for the Whitehouse is to show the actual benefits that this healthcare reform will have on those insured and uninsured
twitter,salmanj10,@whitehouse  unemployed ppl getting jobs in car industry due to rising car sales & higher standards set by epa -co2 emissions+fuel #whgc
twitter,DontGimmeNoLip,"@whitehouse People that fail the drug test have enough ambition to spend OUR money on drugs, but NOT to get off they're lazy butts to work."
twitter,pailette1,@whitehouse have trucks that collect tires cuz some ppl have no way to get rid of them r cant afford to pay for it
twitter,Tommy_Watson,"@whitehouse Government Healthcare, PLEASE! then reform taxes - no income tax only sales tax!"
twitter,mSefi,@whitehouse Same-sex marriage. #whgc
twitter,Ankamonka,@whitehouse Schooling. Get the teachers back in the classroom and make their career decision worthwhile with decent pay.
twitter,webdes03,"@whitehouse #whgc Revolutionary energy development: advanced solar plants, Hydrokinetic and offshore wind farms"
twitter,berrylively,"@whitehouse put a strong liberal judge in the court, lookout for mainstreet not wall street and start fighting back against tea baggers!"
twitter,salmanj10,@whitehouse  giving nasa the money to go to mars as the next step #whgc
twitter,maurip,"@whitehouse work on financial regulation, and putting people back to work. It's the economy stupid."
twitter,salmanj10,@whitehouse  #whgc great ideas money transfer exchange by mobile phone
twitter,merdock379,@whitehouse  End lobbying. Reform campaign finance laws.
twitter,Op_Homefront,RT @ilovemytroops @whitehouse: What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL #whgc
twitter,verona91,@whitehouse REDUCE TAXES ON EVERYONE!!!
twitter,jjmartin,@whitehouse #whgc highspeed wireless internet available everywhere in the US.
twitter,carlosrymer,"@whitehouse The biggest challenge we need to address immediately is climate change. It's right for people, species, and the economy! #whgc"
twitter,KirkFraser,"@whitehouse #whgc Work toward having everyone on earth memorize Matthew, Mark, Luke, and/or John."
twitter,imsonal,"RTdeopujari @whitehouse My idea for respiratory dialysis-alternative to getting oxygen in the body, SAVE LUNGS http://bit.ly/9tfnwS #whgc"
twitter,lotusnes,@whitehouse Better curriculum and more fiscal responsability to fund schools properly. Education is our most precious resource.
twitter,juliaesmith,"@whitehouse finding cures for AIDS and cancer, as well as developing alternative fuel sources should be on the Grand Challenge list #whgc"
twitter,Jacob_O,@whitehouse Try lowering secondary education costs.
twitter,claywoman,"@whitehouse Solar panels for all rooftops in CA & all sun belt states linked into a super grid,shared electricity for the nation, sunpower!"
twitter,loanmods,"@whitehouse all legislation must be one item one bill.  No slipping in any other laws, requests, or pork-no passage if no funds #whgc"
twitter,ShinyDragonfly,"@whitehouse we need to get the economy back. Also, we need to take care of our own country before others. People go hungry here too #whgc"
twitter,pun15her71,@whitehouse Getting High Speed Internet into rural areas.
twitter,llzwicker,@whitehouse cut spending just as every house in america has done and figure out how to cover your costs without our money would be a start
twitter,ShinyDragonfly,"@whitehouse we need to get the economy back. Also, we need to take care of our own country before others. People go hungry here too."
twitter,lextel,"@whitehouse gay marriage or civil unions, education reform, stop corn and beef subsidies, more neutral stance in arab-israeli conflict #whgc"
twitter,loanmods,@whitehouse Send all Sen/Reps back to home office-use live feed for all discussions and votes-broadcast office live on web #whgc
twitter,troyfinley,@whitehouse homeless
twitter,JohnFrost,"House, feed & employee any one over 16 who wants it and is willing to train for or perform public a good. @whitehouse  #whgc"
twitter,WhiteLabelDon,@whitehouse The other main issue is Job Creation show America how the stimulus has grown the stockmarket and show how jobs are being created
twitter,jtreat3,@whitehouse #1 scientific research priority should be - zero or negative environmental impact
twitter,hillter,@whitehouse  Reduce the defi
twitter,VBaus,"@whitehouse Slow down on the spending, if your stimulus is working why spend more and on new ""stuff"", please."
twitter,jesscullinan,".@whitehouse Manhattan Project for renewable energy. I live in Los Alamos: we have the capability &  resources, just need the drive! #whgc"
twitter,webdes03,@whitehouse #whgc Next gen. space exploration: manned mission to Mars. Think of all the developments we got from Apollo; velcro anyone?
twitter,loanmods,@whitehouse #whgc -Replace tax code & IRS with 10% flat sales tax
twitter,macon44,RT @whitehouse: What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL #whgc
twitter,Schwin97,@whitehouse #whgc Affordable hydrogen generation.
twitter,AAristi1976,"@whitehouse Flying Electric cars, Free Energy for everyone, Space Elevator, Space Resort. #whgc"
twitter,Strategy_Wonk,"@whitehouse #whgc Go to Mars, also Moon in between, exploration & space colonization; resources extraction (mining, etc.) I'll Go!"
twitter,lampnewb,@whitehouse Education reform. The system doesn't need more funds. Spend the current funds smarter.
twitter,Mattbart09,"@whitehouse Regulate the banks, regulate the meat industry and corporate criminals to jail."
twitter,TCorp,@whitehouse scientific literacy classes and free anti-hallucinogens for conservative & the terminally religious. #whgc
twitter,molasses_jones,"@whitehouse Next great American challenge: Legalize gay marriage, countrywide. real talk! love shouldn't be illegal."
twitter,Strategy_Wonk,"@whitehouse Go to Mars, also Moon in between, exploration & space colonization; resources extraction (mining, etc.) I'll Go!"
twitter,davidcaryhart,@whitehouse Restore intellectual curiosity as a predicate for math and science education as well as literacy. #whgc
twitter,tobyjbrown,"@whitehouse Stop killing people, that'd be a good start for a grand challenge. #whgc"
twitter,tfolgero,"@whitehouse smarter and reduced use of energy in transportation, buildings and industry!"
twitter,JoeMasiero,"@whitehouse If Mars is the destination, development of new space propulsion capable of quickly traveling great distances is critical #whgc"
twitter,NobamaNetwork,@whitehouse Priority #1 Getting Obama out of office while we still have a country to defend.
twitter,dvpstar,@whitehouse Political then Education reform. Until we first take politicians out of the pocket of big business nothing will really change.
twitter,RMCSret,Clean affordable energy. Prevent some future wars and improve STD of living.@whitehouse
twitter,vasanji,@whitehouse Be self reliant.. Decrease dependence on China in consumer & non consumer goods.Free foreign policy from AfPak AQ China phobia
twitter,hillter,"@whitehouse I meant to say ""Reduce the Deficit"""
twitter,irafaelsouza,@whitehouse immigration reform #whgc
twitter,irafaelsouza,@whitehouse immigration reform #whtg
twitter,jwgraham,@whitehouse New generation heavy lift rockets and Aldrin Cycler to Mars #whgc @therealbuzz
twitter,imsonal,"RT@deopujari @whitehouse My idea for respiratory dialysis-alternative to getting oxygen in the body, SAVE LUNGS http://bit.ly/9tfnwS #whgc"
twitter,darkomen77,@whitehouse infrastructure repair & upgrade. this would give jobs to the every day worker & to techs to upgrade fiber.
twitter,coady77,@whitehouse National sales tax to replace income tax
twitter,joshlevish,@whitehouse widespread high speed broadband to all communities should be a huge priority
twitter,bauhaus_maus,"@whitehouse How about making EDUCATION a national priority. Not *just* lip service, but initiatives with follow-through & actual results."
twitter,Beachlife2,@whitehouse Grand Challenge All Americans be able to attend college & get a 4yr degree.
twitter,gber,"@whitehouse Dev ntl econ policy that integrates people/biz with natural resources to create jobs,green tech/opps, higher qol #whgc"
twitter,ldjessee,"@whitehouse Take cars & trucks of the road by putting them on rails. Improve rail infrastructure, both locally and nationally. #whgc"
twitter,Barukia,"Increase education standards, N. American #HSRail, rural broadband access, strengthen U.S. intellectual property rights  @whitehouse  #whgc"
twitter,HelgaMadland,"@whitehouse Teaching public speaking to everyone, starting in grade school.  To improve and clean up our national political discourse."
twitter,ldjessee,@whitehouse Fix patents and copyrights. Companies should innovate instead of rest on work done 50 to 100 years ago. Software is math. #whgc
twitter,strikingdragon,".@whitehouse #whgc I think that no matter what, superconductivity research will be needed for the next tech plateau."
twitter,jsteigler,@whitehouse overhaul lobbying and campaign finance. Make govt accountable to its people and not to big business and special interests #whgc
twitter,sanbeiji,"@whitehouse #whgc Strengthen America's education system, from pre-K to Ph.D. Need smaller class sizes, better resources."
twitter,Camilla1212,"@whitehouse Stop subsidizing unhealthy food producers -- meat, dairy and corn. Promote healthier, less trendy food habits."
twitter,Protector1,@whitehouse Cold fusion power plants. #whgc
twitter,Camilla1212,"@whitehouse Save money, save lives -- abolish daylight savings time. People who want more daylight: get up earlier!"
twitter,imsonal,"#chirp RTdeopujari @whitehouse My idea for respiratory dialysis-alternative to get oxygen in the body, SAVE LUNGS http://bit.ly/9tfnwS #whgc"
twitter,3thom,Our next big science & tech challenge should be shining American styled light on ACTA - an anti-freedom & anti-tech treaty #whgc @whitehouse
twitter,Katielanners,"@whitehouse how about abolishing discriminatory laws and restrictions, and let anyone get married that wants to."
twitter,DJFedor,@whitehouse use Constellation program to invite cooperation & participation with willing nations on a joint human mission beyond earth orbit
twitter,copyFDR,"@whitehouse Stop the GOP Propaganda Machine.Pass the Fairness Doctrine. 91% conservative talk 2,570 hrs a day on radio + Fox news 24/7.@dccc"
twitter,MikePerron24,@whitehouse Get people back to work and get the housing market moving. Stop wasting $$$!!!
twitter,MarkInGR,@whitehouse Making the Federal Government smaller and taxes lower!
twitter,cloudstopper,"@whitehouse are grand challenge should be to create jobs by starting more energy smart businesses.Solar,wind,bio-fuel,etc;"
twitter,kenbi,@whitehouse #whgc How about a real and truthful analysis of Federal Gov spending and then actually reducing it? Put the $$ into research
twitter,Barukia,"Increase education standards,N.American #HSRail,rural broadband access,strengthen U.S. intellectual property rights abroad @whitehouse #whgc"
twitter,Zymu,"@whitehouse Re: grand challenge. Nuclear power plants, gigabit internet for all, net neutrality, non-corporate healthcare, base on the moon."
twitter,doodlemania,@whitehouse #whgc We need to go to the Moon and Mars and do it now. Not because it will realize immediate benefits but because we need inspr
twitter,kummernuss,"@whitehouse Grand Challenge: High Speed Rail, Pay National Debt"
twitter,Charles,The @WhiteHouse Turns to Twitter to Tap the Next Big Thing - http://bit.ly/8XGVPQ
twitter,a1dbb,@whitehouse GET @OBAMA AND HIS GANG OF CRONIES OUT OF THE WH BEFORE THEY RUIN RPT RUIN ANYMORE OF THE U.S.! MAX PRIORITY!
twitter,LipsSealed,Congress doing 1 year unemployment extension they got beef @whitehouse SEE ME http://www.youtube.com/watch?v=LFrdlBKRHbo @missmya #RIPSnax
twitter,sanbeiji,@whitehouse #whgc Put science at the top of the education agenda to meet the challenges of America's future.
twitter,michaelpolak,@whitehouse Build a national power grid.
twitter,CARLOSMORALESNY,@whitehouse GREEN TECHNOLOGY AND DICK CHENEY ON TRIAL FOR TOTURE
twitter,Jordo_,@whitehouse #whgc Mars. Getting humans focused on extra-terrestrial exploration. Neil deGrass Tyson puts it best: http://tinyurl.com/yepv7wp
twitter,giancarloesg66,"@whitehouse Big Wanted infrastuctures,country south green installations,investments on green and hitech technologies,School education improv"
twitter,SpencerJohnston,@whitehouse blow up the moon.
twitter,Sealsj3,@whitehouse getting 1gb internet or at least faster internet throughout the US
twitter,JimSeals01,@whitehouse High speed rail throughout the country. We have to be competitive w/ Japan & China. Imagine the transportation revolution.
twitter,Sealsj3,@whitehouse laying down fiberoptics will not only create jobs in the short term but also in the long term because (cont) http://tl.gd/s8b3l
twitter,daniel_clark,"@whitehouse #whgc Slash DOD budget, use $ to increase budgets for DOS + urgent domestic needs including libraries, & to fund Dept. of Peace."
twitter,omgDrinkWater,"@whitehouse Grand Challenge: affordable, efficient public transportation!"
twitter,aminahsloan,"@whitehouse Achieving global academic ""exceptionalism"" in our K-12 schools."
twitter,bklyngirlhere,RT @twitter: @whitehouse looking for Grand Challenges in science & tech via Twitter http://bit.ly/9ouo1i | More:  http://bit.ly/dy9fk
twitter,jaymerose,"@whitehouse what about the billions of dollars of debt owed to foreign countries, that's where it should start."
twitter,Yukio_sachi,"@whitehouse I feel like Fuel effeicent, or electric cars should be mandatory if affordable."
twitter,Funkthulhu,@whitehouse Achieve 25% of all US Power supply from Renewable Resources!
twitter,Funkthulhu,"@whitehouse Return to the Moon, build moon-base, go to Mars, etc. etc. etc. FUND NASA!"
twitter,ericvogel84,"@whitehouse As a nation, we should halve our carbon emissions. It is our responsibility as a world leader to set an example."
twitter,bradheintz,@whitehouse Colonization of Mars. It's a necessary hedge against human extinction. #whgc
twitter,KevCheetham,@whitehouse Public wristbands that measure vital signs and send them directly to the patients doctor. Telemetry in essence. #whgc
twitter,SFBreh,@whitehouse free wireless blanket over the entire USA #whgc
twitter,jeffzugale,@whitehouse NASA project to develop permanent space habitat living a la O'Neill colony/L5 in concert with moon-based resource production
twitter,KevCheetham,@whitehouse Infrastructures that communicate with each other to make the country safer. #whgc
twitter,CarlHaufle,"@whitehouse Education reform. College is bankrupting us students right now, and with the economy the way it is it's harder to get loans now."
twitter,D_TraneWayne,taking care of our people and get the money out of paying back the big corps.make a healthcare plan that works.@whitehouse
twitter,jacobvann,"@whitehouse #whgc Make math, science and history important in our schools.  Make our children the smartest in the world again."
twitter,jeffzugale,@whitehouse long-term plan to switch away from coal-powered electric generation; nat'l program to reduce electric use by 50% in 20-30 yrs
twitter,NI_Productions,@whitehouse #whgc Combat Identity theft much harder... and help those who are suffering form the effects.
twitter,trebledmind,"@whitehouse Repeal the so-called ""Defense of Marriage Act"" #whgc"
twitter,KevCheetham,"@whitehouse Now that technology is exponentially growing, it may be wise to invest in government run wireless access points. #whgc"
twitter,Downtownpatti,"@whitehouse You guys need to un- glue the Republican congress from each other, it is too too weird that they are all hung together STRANGE"
twitter,Starstew,@whitehouse Grand challenge -&gt; Permanent self-sustaining manned Lunar outpost.
twitter,trebledmind,@whitehouse Bring our troops home from Iraq and Afghanistan #whgc
twitter,jeffzugale,@whitehouse incentive project to refurbish and expand US nat'l and commercial rail systems to replace high-traffic air travel routes
twitter,trebledmind,"@whitehouse Repeal ""Don't Ask Don't Tell"" #whgc"
twitter,yogahz,"@whitehouse #whgc college education for everyone, so that the Grand Challenges of the future can be understood and solved by everyone"
twitter,BetaFlame,@whitehouse Study the effects of Patents and Copyright on the market with independent studies. Not funded by patent/copyright holders.
twitter,trebledmind,@whitehouse Balance the budget. #whgc
twitter,cuppajoeava,"Grand ideas, @whitehouse? If you're asking the Twitterverse I'm afraid you might get a lot of answers that involve Justin Bieber, Lady Gaga"
twitter,soychemist,@whitehouse Create a dragnet to find new virus-fighting drugs. Help professors get the medications they invent into clinical trials. #whgc
twitter,Gargantujuan,"@whitehouse How about energy independence through green technology? Also, changing the USDA and FDA to help curb the obesity epidemic."
twitter,SagaciousT,"@whitehouse I think the ""grand challenge"" is still single-payer/medicare for everyone. #whgc #politics"
twitter,ChrisBarnhart,@whitehouse Repeal and Replace the UNCONSTITUTIONAL Health Care Reform Act. #HCR
twitter,barswanian,@whitehouse A public transportation system that allows people to move across the country with the ease that a package does.
twitter,mmawesome,@whitehouse Move to a resource-based economy and abandon the monetary system.
twitter,madawg49,@whitehouse We should finally have a man walk on the surface of the sun
twitter,wtaylorhill,@whitehouse  Producing more green technology and business opportunities
twitter,Cyrenic_Team,@whitehouse TAKE CARE OF OUR POOR AND SUFFERING NOT OTHER COUNTRIES!
twitter,johnsarik,@whitehouse #whgc Ubiquitous printed electronics. Take the next step in making atoms the new bits http://shar.es/mtopR
twitter,thesatsui,"@whitehouse I would like to see the use of fusion power plants to power our cities. Also, how about overhauling our outdated train system?"
twitter,pulletsforever,"@whitehouse #whgc end security theater, green transportation, real broadband, green power, space exploration"
twitter,acharrell,"@whitehouse Preservation of historic homes. Enable review of any plan requiring demolition, esp. for 50-plus yr. old structures. #whgc"
twitter,mbeckett,@whitehouse zero-carbon energy. it will free us from foreign oil and stop global warming.
twitter,MyGreenEducate,"@whitehouse Big Wanted infrastuctures,country south green installations,investments on green and hitech technologie... http://ow.ly/174j1N"
twitter,GreenInvestMag,"@whitehouse Big Wanted infrastuctures,country south green installations,investments on green and hitech technologie... http://ow.ly/174j2l"
twitter,KevCheetham,"@whitehouse It's time to seriously invest in renewable energy sources. Wind, Solar, and Geothermal. #whgc"
twitter,lyukna,@whitehouse A manned mission to Mars #whgc
twitter,jeffzugale,"@whitehouse since we're not funding Constellation or manned Mars mission, how about public funding for Space Elevator research"
twitter,ChiefSpork,"@whitehouse Flat taxes, pay down the nat. debt, lower unemployment. You can't move forward without correcting the present issues."
twitter,lonlentz,@whitehouse The Constitution contains some really great ideas. You should try reading it some time. #whgc #faildotgov
twitter,crdiddle,"@whitehouse #whgc Commercial Rockets, Space Elevator, Colonize the Moon, Manned Mars exploration, 10% red in all prog to fund Research"
twitter,KevCheetham,@whitehouse More research should be done on drugs that can easily pass the blood-brain barrier to fight mental illnesses. #whgc
twitter,diggs31,"agreed RT @Capt_Gravy: @whitehouse  find a way to be able to compete with China, Russia, Brazil, and India economically"
twitter,Funkthulhu,"@whitehouse Ridiculously cool mandates, support and tax breaks for Monolithic Domes in post-hurricane/earthquake/flood/fire reconstruction."
twitter,tinylibrarian,@whitehouse next grand challenge: protecting the nation's libraries from massive budget cuts & layoffs! #whgc #savelibraries #savelapl
twitter,Capt_Gravy,"@whitehouse  find a way to be able to compete with China, Russia, Brazil, and India economically"
twitter,cuppajoeava,"Seriously though, @whitehouse Can we work toward producing things? Cut deficit? Reform education syst? First be responsible, then go grand."
twitter,j_ecker,@whitehouse #whgc Upgrade the country's energy infrastructure and make green and nuclear viable alternatives to our fossil fuel dependence
twitter,jaymerose,"@whitehouse Another: instead of shipping easy work off to china--how about we do it here? It save money, and give America jobs. Yes?"
twitter,KevCheetham,@whitehouse Sea floor exploration to help our scientists discover new species. #whgc
twitter,smoovebcoffee,@whitehouse Create serious public park infrastructure for all towns&gt;1000 people. #Olmsted #YearRoundPlayability #WithinWalkingDistance #whgc
twitter,paynomind,"@whitehouse Re-examine and revamp the USDA school lunch specifications to make kids eat healthier, develop healthy eating habits. #whgc"
twitter,sociokind,@whitehouse We should also revamp our patent laws which limit out smaller inovators suffocating progress.
twitter,daniel_clark,"@whitehouse Slash DOD budget, use $ to increase budgets for DOS + urgent domestic needs including libraries, & to fund Dept. of Peace. #whgc"
twitter,sociokind,@whitehouse We as country hold reemphasis science and tech education to forge advances in all fields & return to producing goods.#scienced
twitter,Dr_Eric,@whitehouse Rescind the permanent deferral for MSM to donate blood from FDA.
twitter,retuj,"@whitehouse #whgc fix the education system, easy way.. require ALL Federal state and locally ELECTED officals to send kids to public school!"
twitter,Eric_Hazelbaker,@whitehouse artificial photosynthesis
twitter,vaidila,@whitehouse #whgc commuter rail linking all major cities
twitter,JGChesney,"GrandChallenge resp. #1 to @whitehouse : Upgrade all coal/gas plants w/Calera's MAP tech; creates jobs, plant revenues & reduces CO2 #whgc"
twitter,rwmacleod,@whitehouse #whgc driverless transportation system
twitter,ChicTrips,@whitehouse Stop rewarding $peculators and Lender$ at the expense of worker$ and $avers. Break up the too Big to fail Bankers. Accountabilty
twitter,rwmacleod,@whitehouse #whgc re-forest America.
twitter,WalterSobchak65,"@whitehouse Solar power for every home in America. Move powerlines underground = no fail for ice storms, hurricanes, etc."
twitter,michellekrater,@whitehouse Let's put new books on every school child's desk in America  #whgc
twitter,Groovyest,"@whitehouse- Paint Every Roof in the US White -Doing this dropped the temperature in my home 12 degrees-
Cut my cooling bill in half---&gt;"
twitter,offLake,"@whitehouse Localized, sustainable, healthy food production with maximized recycling and minimized water usage. #whgc"
twitter,makosiej,@whitehouse We should put a man on Mars.
twitter,Jekyll1281,@whitehouse Manned mission to Mars or colonization of the Moon.
twitter,SaveTheLibrary,"BTW, deadline 4 suggestions 4 @whitehouse's Grand Challenge to-do list is 2moro, 4/15! Send ideas 2 @whitehouse now! http://bit.ly/dy9fkL"
twitter,baconqurlyq,@whitehouse Fire the TSA! #FireTheTSA http://spedr.com/4l496
twitter,tadkil,"@whitehouse:  Effective regulation of the banking industry, and prosecution of those individuals who defrauded this country."
twitter,FoximusPrime,@whitehouse Legalizing marijuana should be on the to do list.
twitter,SaveTheLibrary,@whitehouse asks What Grand Challenge should be on our Nation's to-do list? http://bit.ly/dy9fkL - Tell them #savelibraries! #savelapl #whgc
twitter,cahans,@whitehouse #WHGC  Manned extra-lunar space exploration.
twitter,NDNico,@whitehouse We should be working on continued manned space flight toward colonization of the moon as a stepping stone to Mars and beyond
twitter,siculars,@whitehouse major cap injection 4 renewable energy research. show world we will stop buying foreign oil via incentivization #whgc
twitter,JGChesney,"GrandChallenge resp. #2 to @whitehouse: For early childhood development, double maternity leave from 12to24 wks & give biz tax credit. #whgc"
twitter,taoteh1221,"@whitehouse - Hydrogen pwr as feasible alt. to oil, 4 long term security. The most abundant element's byproduct: life-giving water. #whgc"
twitter,Mulciber,@whitehouse INCOME DISPARITY. #whgc
twitter,ginatrapani,@whitehouse Detect major earthquakes/tsunamis 24 hours BEFORE they happen http://bit.ly/apKpTl
twitter,bronwyn,@whitehouse I'll second @baconqurlyq - Fire the TSA! #FireTheTSA http://spedr.com/4l496
twitter,Supertim80,"@whitehouse We should work on ""Galactic Internet"" I've heard of a past project of a ""Satellite Router"" before to expand internet further."
twitter,MetaGrrrl,@whitehouse Cut the poverty level in the U.S. in half (to under 7%) & reduce relative poverty (raise bottom 20% w/out lowering middle) #whgc
twitter,offLake,"@whitehouse #whgc Simplify the tax code, allow deduction of educ expenses for multiple re-careering to use max potential of all citizens"
twitter,jeffrash,"@whitehouse True net neutrality, ie an open and equal Internet."
twitter,rock_golf,"@whitehouse - About 15,000 days left b4 world oil runs out. Ur presidency is at most 10% of that time. Pls start the process #whgc God bless"
twitter,CARTER931,"RT twitter: The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up your imagination"
twitter,hawkman928,@whitehouse Getting smart educated people jobs that pay well so they can get off unemployment and DADT
twitter,JimPolk,@whitehouse 1) get me a job. 20 yrs mgmnt experience 2) limit amendments to bills to relevant amendments. 3) (cont) http://tl.gd/s926e
twitter,IFDCnews,"Grand Challenge: Creating new, efficient fertilizers that increase food production while protecting the environment @whitehouse #whgc"
twitter,rylanblake,"@whitehouse reforming education should be at the top of the list. All year school, college as the goal, free college with service. Etc."
twitter,LordMiles,@whitehouse Alternative Energy Policy to get us off our oil dependency.
twitter,DeveloperDanLee,@whitehouse Create Income Equity Certification in a range of levels to companies w CEO pay nearest to average wage earner.  #whgc
twitter,scopro1,@whitehouse Must encourage manufacturing. Subsidizing the financial industry won't create jobs or increase GDP.
twitter,dumdiddy,"@whitehouse actual equal rights for all citizens, i.e. homosexual men and women."
twitter,compfriend,"@whitehouse specialized home gym equipment connected to the battery along w your wind turbine, solar panels, and/or biomass furnace =) #whgc"
twitter,fenrislorsrai,@whitehouse dropping water levels in aquifers & rivers. what happens when demand exceeds supply & the bread basket stops producing? #whgc
twitter,cinmuss,@whitehouse Stop the invasion of our country!  Close the border to all illegal immigrants.  National E-Verify.  Jobs for American citizens!
twitter,cadevvi,RT @jimmywayneRT @twitter: @whitehouse looking for Grand Challenges in science & tech via Twitter http://bit.ly/9ouo1i | More:  http:/ ...
twitter,my_leisure,@whitehouse Grand Challenge: Bring Back COP ROCK! #whgc
twitter,JesTex,"@whitehouse tax the rich, invest in renewable energy, stop the wars, legalize and tax American-grown marijuana"
twitter,sirius_a,Apparently we can tweet @whitehouse and provide feedback to the government. Curious! #whgc
twitter,lostprophyt,@whitehouse How about a federal ruling banning Faith-based education from science standards across the board. That would help.
twitter,jjmartin,@whitehouse  #whgc  its interesting looking at the people who put in goals or problems versus a tangible project that can be completed
twitter,renjambre,"@whitehouse Unite us. 
8 years of division wore me out"
twitter,bjhenry,@whitehouse biggest scientific challenge: minimizing human consumption of natural resources without hurting innovation and economic growth.
twitter,LiveIntent,@whitehouse waste to energy!
twitter,steven_nelson,@Whitehouse Greatest challenge is primary science education: science over superstition.  #chirp
twitter,DanKirkwood,"@whitehouse find inexpensive/efficient way to harvest energy from heat-gathering surfaces (asphalt roads, roof tops, brick walls..) #whgc"
twitter,steven_nelson,@Whitehouse Greatest challenge is primary science education: science over superstition.
twitter,DickHardt,@whitehouse the biggest tech challenge is energy
twitter,leifyoungberg,"request from #chirp...@whitehouse...""world peace""..."
twitter,talonscar,"@whitehouse establish a series of oceanic national parks, and put up wind farms in them."
twitter,DivaUSA,Pres.@BarackObama Could u pls. re-install Solar Panels taken off @WhiteHouse by Former Pres.Reagan (Future Thinker) 2 promote #GreenEnergy?
twitter,All_Day_SCIfi,"@Whitehouse If science fiction helped some kids with science education in the 60s, can't selected free SF do it today? http://bit.ly/bq9RxV"
twitter,AdamABAlex,"@whitehouse Subsidize fiber internet to homes like a utility (i.e., water, sewer, electric) Mandate net neutrality for subsidy. #whgc"
twitter,mikeydangerous,"Buzz by Michael Heller from Buzz: Okay everyone, sign up on Twitter if only for the White House Grand Challenge. Follow @whitehouse an..."
twitter,Followorthy,http://bit.ly/chZHFi ginatrapani: @whitehouse Detect major earthquakes/tsunamis 24 hours BEFORE they happen http://bit.ly/apKpTl http://bit.
twitter,lotsahelp,"@whitehouse #whgc Goverment / political transparency is the most important challenge. Our leaders need to have accountability, good and bad."
twitter,WretchedMortals,@whitehouse I would like to see education reform be our number one goal. We need to create leaders in the areas of math and science.#whgc
twitter,DarthNole,@whitehouse Shut down the War on Drugs... Save Billions... Legalize MARIJUANA...Help GROW our Economy! #whgc
twitter,lotsahelp,@whitehouse #whgc Knowing our tax dollars are adding true value to our country instead of being wasted would help bolster our confidence.
twitter,degante101,"twitter: The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up your imagination: http://bit.ly ..."
twitter,bjrichardson,@whitehouse 1) Clean energy!  2) Get the money out of politics and everything else will fall into place. 2 prob requ. for 1 #whgc
twitter,zevmo,"@whitehouse TRUE Campaign Finance Reform. Everything else rests upon it. Lobbyists, gone- and Congress can get 2 work 4 us! #whgc"
twitter,StrongDems,"@whitehouse TRUE Campaign Finance Reform. Everything else rests upon it. Lobbyists, gone- and Congress can get 2 work 4 us! #whgc"
twitter,annedirkse,@whitehouse slow bandwidth cripples tech innovation #chirp
twitter,dallasbrooks,"@whitehouse, try spending less money than we take in with revenues at the federal level."
twitter,LMSDSciTech,"@whitehouse #whgc Focus must be on education: high tech, low cost sci/eng lab is  a must for every school for students to EXPERIENCE STEM."
twitter,SPHouston,"@whitehouse Ummm...how about GOING TO MARS???!!!  Seriously, is this a joke?  You guys just murdered our next Apollo program, wake up!!!"
twitter,offLake,@whitehouse #whgc 2010 in the USA and there are  rural counties with NO doctors and inadequate access to medical care. Fix it.
