"network","author_username","post_text"
"twitter","soulfulmess","I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/aEMPbY"
"twitter","shamsensei","is lookin4 Grand Challenges in science and technology,via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
"twitter","whatdoiknow","Eradicate cancer"
"twitter","whatdoiknow","Teach the children to tinker.  Exploring, curious minds will solve the problems listed here, and thousands more"
"twitter","soulfulmess","I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/9NaLSX"
"twitter","andrewparmley","modify the National Broadband Plan to 100Mbps and move the completetion date goal to 2015"
"twitter","DashEaves","Energy Revolution, see today's NYT article abt converting waste to energy, and NPR's story this week on super adobe houses"
"twitter","Madreflections","Don't forget Mars! Great scientific discoveries await! Also, space exploration is the logical next step!"
"twitter","alvasrawuther","How about trying to repair or reconstruct the Ozone layer to reduce or prevent the effects caused by Global Warming ?"
"twitter","cwooddy","take care of the people today so we can have a tomorrow."
"twitter","JWFoxJr","Apollo Program - definately, there is so much more that we can do to explore space."
"twitter","bac_minh","The bidding process must change to get the best high tech equipment"
"twitter","twitdude","Grand Challenge - Do what is best for humanity; not religion, not political party, nor what will get ""me"" re-elected."
"twitter","karisch","Apollo program"
"twitter","NicoMcLane","What should the United States' next greatest technological and scientific achievement be? http://tinyurl.com/yysk5l3 or follow"
"twitter","aardrian","Go to the moon, then Mars. Why? See explain why at http://youtu.be/RQhNZENMG1o"
"twitter","jstogdill","Hi , amazed to see that H2 fusion isn't even listed under grand challenges. Figuring it out is critical to our way of life."
"twitter","charazero","This world needs saving b4 we move on into space further.  Can our society conquer all  addictions w help from  sciences?"
"twitter","notalawyer","True net neutral broadband access for all. Like electrification, it will allow all to learn, compete, and contribute"
"twitter","jhilker","Obama's greatest Challenge recreate and restore the enthusiasm of  election."
"twitter","LordOphidian","Space! We need to have a good target in space (Mars) in order to drive the tech development that will filter down."
"twitter","chickenfeet2003","How about universal free health care?"
"twitter","JeNeSuisPasDave","extremely long lived data storage -- thousands of years not tens of years"
"twitter","JeNeSuisPasDave","replacement for fossil fuel in airplanes"
"twitter","JeNeSuisPasDave","asteroid defense"
"twitter","Catmandudu","A Mars colony owned by all nations might five us a little perspective on living together."
"twitter","johncusack","HTTM"
"twitter","TwitWalk",""
"twitter","martz","Space Elevator related technology"
"twitter","Tammy_Cho","I am CEO of B the B, ltd in Seoul, Korea.  I am interested in making new industries."
"twitter","realdawnsummers","Cure cancer."
"twitter","davidad","Strong AI."
"twitter","CeebeeBarron","Educate to demystify computer technology â€“ to get many more highly creative non-specialists like Steve Jobs comfortable with it."
"twitter","CeebeeBarron","To get women to study computer science, show them its historical core coupled with linguistics and logic, not just mathematics."
"twitter","derekslenk","next apollo program!"
"twitter","eth3","A secure mobile os, based on small human checkable and mathematically proved building blocks and defence in depth."
"twitter","boguta","a challenging problem is the study of U235 in a laser field. This is the aim of my nuclear theory study."
"twitter","TALlama","a manned mission to mars."
"twitter","blackwidow222","investing MORE in EDUCATION, teachers stopped caring, better paychecks might give us better teachers"
"twitter","Wyndark","or if you want a real challenge how about ending poverty in AMERICA!!!!!!!! We can't fix world issues until we fix ours FIRST!"
"twitter","xoff00","Upgrade the Nation's power infrastructure to support green and intelligent charging of all electronics!"
"twitter","TALlama","high speed rail connecting our major cities, and a lot of the minor ones, too."
"twitter","CisopSixpence","It would be a good idea to stop raising the spending limit."
"twitter","tangentfairy","The US also needs to be THE FIRST to come up with the best type of green energy (and that doesn't include nuclear)."
"twitter","Tj30","legalization taxation and regulation of marijuana!"
"twitter","iowakyjotex","grand chalange should be stoping goverment from wasteing all our money!period!"
"twitter","TALlama","reforming congressional rules so they make some sort of sense"
"twitter","blackwidow222","obviously the economy and jobs! HIGHER taxes for companies who outsource"
"twitter","jimjanradio","Cut spending DRASTICALLY, and pass the"
"twitter","tangentfairy","The US needs to stand for human rights, distance itself from war,&support Fairly traded ideas and projects"
"twitter","Drkaczs","how about oil company reform and gas price fixing"
"twitter","onelightstand1","create a CCC or WPA kind of program to help people have income and something positive for the nation and themselves. NOW!!!!"
"twitter","gospodyina","Update copyright law, or at least get orphan works figured out. It's a relatively little idea for a grand challenge."
"twitter","TALlama","a computer for every kid in middle and high school"
"twitter","NcNhDC","public & higher education. can do nothing more to benefit the US than to ensure we're raising the next gen of innovators"
"twitter","ecocruzr","End the Fed! Save our dollar!"
"twitter","smcnichol","significent investment in high speed rail on the scale of the Interstate system. Put thousands to work & improve transportation."
"twitter","TALlama","a national smart grid connected to non-emitting power sources: nuclear, solar, etc."
"twitter","Shilohbloo","People know the truth. We are reading ""Whites, Blacks, and the Racists Democrats"", all facts about the true racism of the dems."
"twitter","JockeHolmstrom","Climate Change!"
"twitter","mattgraham79","for America to become  free"
"twitter","Rememberandhope","make schools safer for all kids and reduce teen suicide rates, pass the student-non discrimination act"
"twitter","CosmUnity","Put on to-do list: Study www.vivant.org Go for smaller efficient government, and great modern social security structure for all."
"twitter","duvallgeek","Bringing low cost broadband to rural areas.  To allow many people to explore what ""the city"" is using on a day to day basis."
"twitter","TALlama","100% fiber-speed internet penetration. Wireless, if possible."
"twitter","Zymu","What Grand Challenge..?"" we need nuclear power plants."
"twitter","Wyndark","an international moonbase and a manned mission to Mars"
"twitter","bindery","Affordable higher education for all American students, to build a better Future."
"twitter","xaviersythe","Continue space exploration! Put people on Mars! Stop climate change!"
"twitter","majarater","Why bother! You ignore it anyway!!"
"twitter","dreambig313","RE:|  creation in poor areas since its more of us  ----------  whitehouse: What Grand Challenge should"
"twitter","cjcorrigan","financial reform for not only home owners but renters as well."
"twitter","cazorlaonline","lo que veo que el gobierno teme que se den las primarias en Barinas porque  los barineses salgan en forma masiva a votar..."
"twitter","RebellionisGood","Grand challenge? Getting government out of where it does not belong and stop pols from using taxes as their persl bank account"
"twitter","JoeMiechowicz","we make the U.S. Senate to be 50% Female to equally represent the two genders created by God, just sayin,... :)"
"twitter","RobMyers1968","a huge stimulus on roads, bridges and all infrastructure!"
"twitter","wildmonky","Go to the moon and THEN mars! Learn to walk before you can run."
"twitter","tangentfairy","The US needs to look after its agriculture,become more sustainable,especially in the area of organic food"
"twitter","brett_ferguson","fixing health care reform."
"twitter","BIGSeanM","Education and immigration.  We HAVE to improve our education system in our country and we have to provide a path to citizenship."
"twitter","thetrudz","Nothing will make me happier than lower unemployment. It is especially high in minority communities."
"twitter","SpringWolf","What Grand Challenge should be addressed? How about keeping Ams. in their homes! 1 in 10 are being helped? Unexceptable!!"
"twitter","SashaHalima","What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL  via"
"twitter","JobelovesJBieb","follow back"
"twitter","rugcernie","Immigration Reform!"
"twitter","candyknick","Providing families affected by autism answers to causation by funding research by completely unbiased parties!"
"twitter","TonKSNK","Really help struggling Americans stay in their homes instead of creating useless programs that banks laugh at. Seriously. Do it."
"twitter","lotusnes","Education overhaul!Bring back music,art and recess.Pay teachers more and 2 teachers in classes of 25 students or more. Kids 1st!"
"twitter","webdes03","Much needed overhaul of our nations Air Traffic Control systems; many haven't been upgraded since they were installed"
"twitter","jaredcormier","nation-wide completely automated and modular rapid transportation system"
"twitter","mikeydangerous","Okay everyone, sign up on Twitter if only for the White House Grand Challenge. Follow  and answer their... http://bit.ly/cZ6mx7"
"twitter","veronicajill","Develop a craft to replace the Space Shuttle so we can continue to be a leader in space exploration."
"twitter","Unikah_Longino","there should be a law against employers discriminating people if they have a criminal record."
"twitter","paulblackman","Time for America to go metric.  Aim to sign by 10/10/10."
"twitter","justingroen5","Jobs"
"twitter","jjmartin","current transportaion lose the security theater and hassle and implement real security that doesn't hamper travellers"
"twitter","dnld_nrmn","end childhood obesity & build a comprehensive healthy food policy."
"twitter","livedeified","legalize marijuana"
"twitter","DontGimmeNoLip","Welfare Reform. Quarterly random drug test. A cap on how many kids will be covered. If they exceed the  of kids cut them off."
"twitter","jjmartin","I'd like to see a network of cheap clean rapid transit  available to the country.  Trains from LA to NY in 8-10 hours."
"twitter","22-Nov","get the high school drop outs back in school & on to college, show youth & adults how to get free money for college"
"twitter","ShabdSingh","If you want to save money on health care. Push in the direction of preventative care."
"twitter","livegreenordie","Homelessness - Better solutions to target homelessness: Municipalities progress reports, mandatory documentation/implementation"
"twitter","paulette_rowell","ways to GO GREEN in businesses around the states and to reclaim energy used...not recycle..."
"twitter","gmryan71","stop the depletion of the Ogallala Aquifer (RE:  What Grand Challenge should be on our Nation's to-do list?)"
"twitter","HartDanger","What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL  /via"
"twitter","jjmartin","I'd like to see fast broadband available to every home in america as easily as telephone, electricity and clean water are."
"twitter","BPWn","increased benefits for veterans.  i dont even know anyone in the militarty, but they earned it."
"twitter","bubbadog1","Energy independence!!!"
"twitter","pdweinstein","Using space program to develop & prove alt energy/conservation/sustainability tech for marketplace: http://ow.ly/1ybpf"
"twitter","acgosser","White House is looking for the 21st century's Grand Challenge. Here's one: clean water for everyone on the planet."
"twitter","Ed_Yoder","on to-do list: Read The Constitution,  read The Federalist Papers,  study Locke and Smith,  remove FDR from the dime."
"twitter","johnsancheznyc","Legalize it"
"twitter","Gravee","be the first nation to put a man on Mars. Fund NASA's Constellation program."
"twitter","Rayna_Gangi","private sector jobs and budget cuts"
"twitter","Orbitalmechanic","We should be focused on a permanent, manned colony on Mars as the first steps in moving humanity forward into space."
"twitter","jeremiah256","Redo the tax laws to close loopholes, encourage education and small business growth, discourage outsourcing."
"twitter","Sean_Braisted","legalize and tax marijuana to reduce pressure on our Federal and State budgets."
"twitter","CharliesApt","I think that all buildings should be self sufficient--producing their own electrical power + heat using sun + wind, etc."
"twitter","MetaPhx","Education. Educating Americans that the science and technology industry is beneficial and not for 'nerds' and 'losers'."
"twitter","TALlama","a world without nuclear weapons"
"twitter","DragonFire1024","how about you guys start with your jobs?"
"twitter","TALlama","a balanced budget with automatic stabilizers for times of distress"
"twitter","DarlaysJames","http://tinyurl.com/naujqt"
"twitter","KyleIM","Energy! Innovative ideas like waste-2-energy plants, crowd farms, Bloom Box. Incentivize private sector to move on these things!"
"twitter","tattedupboy","I've got one! Simplify the tax code! Most people would agree that right now, it's too long and complicated!"
"twitter","ImmCompliance","CIR"
"twitter","Hankham","Keep defending us against the terrorist enemies that want to do us harm.  Get Osama!"
"twitter","WhiteLabelDon","The issue for the Whitehouse is to show the actual benefits that this healthcare reform will have on those insured and uninsured"
"twitter","salmanj10","unemployed ppl getting jobs in car industry due to rising car sales & higher standards set by epa -co2 emissions+fuel"
"twitter","DontGimmeNoLip","People that fail the drug test have enough ambition to spend OUR money on drugs, but NOT to get off they're lazy butts to work."
"twitter","pailette1","have trucks that collect tires cuz some ppl have no way to get rid of them r cant afford to pay for it"
"twitter","Tommy_Watson","Government Healthcare, PLEASE! then reform taxes - no income tax only sales tax!"
"twitter","mSefi","Same-sex marriage."
"twitter","Ankamonka","Schooling. Get the teachers back in the classroom and make their career decision worthwhile with decent pay."
"twitter","webdes03","Revolutionary energy development: advanced solar plants, Hydrokinetic and offshore wind farms"
"twitter","berrylively","put a strong liberal judge in the court, lookout for mainstreet not wall street and start fighting back against tea baggers!"
"twitter","salmanj10","giving nasa the money to go to mars as the next step"
"twitter","maurip","work on financial regulation, and putting people back to work. It's the economy stupid."
"twitter","salmanj10","great ideas money transfer exchange by mobile phone"
"twitter","merdock379","End lobbying. Reform campaign finance laws."
"twitter","Op_Homefront","What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL"
"twitter","verona91","REDUCE TAXES ON EVERYONE!!!"
"twitter","jjmartin","highspeed wireless internet available everywhere in the US."
"twitter","carlosrymer","The biggest challenge we need to address immediately is climate change. It's right for people, species, and the economy!"
"twitter","KirkFraser","Work toward having everyone on earth memorize Matthew, Mark, Luke, and/or John."
"twitter","lotusnes","Better curriculum and more fiscal responsability to fund schools properly. Education is our most precious resource."
"twitter","juliaesmith","finding cures for AIDS and cancer, as well as developing alternative fuel sources should be on the Grand Challenge list"
"twitter","Jacob_O","Try lowering secondary education costs."
"twitter","claywoman","Solar panels for all rooftops in CA & all sun belt states linked into a super grid,shared electricity for the nation, sunpower!"
"twitter","loanmods","all legislation must be one item one bill.  No slipping in any other laws, requests, or pork-no passage if no funds"
"twitter","ShinyDragonfly","we need to get the economy back. Also, we need to take care of our own country before others. People go hungry here too"
"twitter","pun15her71","Getting High Speed Internet into rural areas."
"twitter","llzwicker","cut spending just as every house in america has done and figure out how to cover your costs without our money would be a start"
"twitter","ShinyDragonfly","we need to get the economy back. Also, we need to take care of our own country before others. People go hungry here too."
"twitter","lextel","gay marriage or civil unions, education reform, stop corn and beef subsidies, more neutral stance in arab-israeli conflict"
"twitter","loanmods","Send all Sen/Reps back to home office-use live feed for all discussions and votes-broadcast office live on web"
"twitter","troyfinley","homeless"
"twitter","JohnFrost","House, feed & employee any one over 16 who wants it and is willing to train for or perform public a good."
"twitter","WhiteLabelDon","The other main issue is Job Creation show America how the stimulus has grown the stockmarket and show how jobs are being created"
"twitter","jtreat3","scientific research priority should be - zero or negative environmental impact"
"twitter","hillter","Reduce the defi"
"twitter","VBaus","Slow down on the spending, if your stimulus is working why spend more and on new ""stuff"", please."
"twitter","jesscullinan","Manhattan Project for renewable energy. I live in Los Alamos: we have the capability &  resources, just need the drive!"
"twitter","webdes03","Next gen. space exploration: manned mission to Mars. Think of all the developments we got from Apollo; velcro anyone?"
"twitter","loanmods","Replace tax code & IRS with 10% flat sales tax"
"twitter","Schwin97","Affordable hydrogen generation."
"twitter","AAristi1976","Flying Electric cars, Free Energy for everyone, Space Elevator, Space Resort."
"twitter","Strategy_Wonk","Go to Mars, also Moon in between, exploration & space colonization; resources extraction (mining, etc.) I'll Go!"
"twitter","lampnewb","Education reform. The system doesn't need more funds. Spend the current funds smarter."
"twitter","Mattbart09","Regulate the banks, regulate the meat industry and corporate criminals to jail."
"twitter","TCorp","scientific literacy classes and free anti-hallucinogens for conservative & the terminally religious."
"twitter","molasses_jones","Next great American challenge: Legalize gay marriage, countrywide. real talk! love shouldn't be illegal."
"twitter","davidcaryhart","Restore intellectual curiosity as a predicate for math and science education as well as literacy."
"twitter","tobyjbrown","Stop killing people, that'd be a good start for a grand challenge."
"twitter","tfolgero","smarter and reduced use of energy in transportation, buildings and industry!"
"twitter","JoeMasiero","If Mars is the destination, development of new space propulsion capable of quickly traveling great distances is critical"
"twitter","NobamaNetwork","Priority  Getting Obama out of office while we still have a country to defend."
"twitter","dvpstar","Political then Education reform. Until we first take politicians out of the pocket of big business nothing will really change."
"twitter","RMCSret","Clean affordable energy. Prevent some future wars and improve STD of living."
"twitter","vasanji","Be self reliant.. Decrease dependence on China in consumer & non consumer goods.Free foreign policy from AfPak AQ China phobia"
"twitter","hillter","I meant to say ""Reduce the Deficit"""
"twitter","irafaelsouza","immigration reform"
"twitter","jwgraham","New generation heavy lift rockets and Aldrin Cycler to Mars"
"twitter","imsonal","My idea for respiratory dialysis-alternative to getting oxygen in the body, SAVE LUNGS http://bit.ly/9tfnwS"
"twitter","darkomen77","infrastructure repair & upgrade. this would give jobs to the every day worker & to techs to upgrade fiber."
"twitter","coady77","National sales tax to replace income tax"
"twitter","joshlevish","widespread high speed broadband to all communities should be a huge priority"
"twitter","bauhaus_maus","How about making EDUCATION a national priority. Not *just* lip service, but initiatives with follow-through & actual results."
"twitter","Beachlife2","Grand Challenge All Americans be able to attend college & get a 4yr degree."
"twitter","gber","Dev ntl econ policy that integrates people/biz with natural resources to create jobs,green tech/opps, higher qol"
"twitter","ldjessee","Take cars & trucks of the road by putting them on rails. Improve rail infrastructure, both locally and nationally."
"twitter","Barukia","Increase education standards, N. American  rural broadband access, strengthen U.S. intellectual property rights"
"twitter","HelgaMadland","Teaching public speaking to everyone, starting in grade school.  To improve and clean up our national political discourse."
"twitter","ldjessee","Fix patents and copyrights. Companies should innovate instead of rest on work done 50 to 100 years ago. Software is math."
"twitter","strikingdragon","I think that no matter what, superconductivity research will be needed for the next tech plateau."
"twitter","jsteigler","overhaul lobbying and campaign finance. Make govt accountable to its people and not to big business and special interests"
"twitter","sanbeiji","Strengthen America's education system, from pre-K to Ph.D. Need smaller class sizes, better resources."
"twitter","Camilla1212","Stop subsidizing unhealthy food producers -- meat, dairy and corn. Promote healthier, less trendy food habits."
"twitter","Protector1","Cold fusion power plants."
"twitter","Camilla1212","Save money, save lives -- abolish daylight savings time. People who want more daylight: get up earlier!"
"twitter","imsonal","My idea for respiratory dialysis-alternative to get oxygen in the body, SAVE LUNGS http://bit.ly/9tfnwS"
"twitter","3thom","Our next big science & tech challenge should be shining American styled light on ACTA - an anti-freedom & anti-tech treaty"
"twitter","Katielanners","how about abolishing discriminatory laws and restrictions, and let anyone get married that wants to."
"twitter","DJFedor","use Constellation program to invite cooperation & participation with willing nations on a joint human mission beyond earth orbit"
"twitter","copyFDR","Stop the GOP Propaganda Machine.Pass the Fairness Doctrine. 91% conservative talk 2,570 hrs a day on radio + Fox news 24/7."
"twitter","MikePerron24","Get people back to work and get the housing market moving. Stop wasting $$$!!!"
"twitter","MarkInGR","Making the Federal Government smaller and taxes lower!"
"twitter","cloudstopper","are grand challenge should be to create jobs by starting more energy smart businesses.Solar,wind,bio-fuel,etc;"
"twitter","kenbi","How about a real and truthful analysis of Federal Gov spending and then actually reducing it? Put the $$ into research"
"twitter","Barukia","Increase education standards,N.American  broadband access,strengthen U.S. intellectual property rights abroad"
"twitter","Zymu","Re: grand challenge. Nuclear power plants, gigabit internet for all, net neutrality, non-corporate healthcare, base on the moon."
"twitter","doodlemania","We need to go to the Moon and Mars and do it now. Not because it will realize immediate benefits but because we need inspr"
"twitter","kummernuss","Grand Challenge: High Speed Rail, Pay National Debt"
"twitter","Charles","The  Turns to Twitter to Tap the Next Big Thing - http://bit.ly/8XGVPQ"
"twitter","a1dbb","GET AND HIS GANG OF CRONIES OUT OF THE WH BEFORE THEY RUIN RPT RUIN ANYMORE OF THE U.S.! MAX PRIORITY!"
"twitter","LipsSealed","Congress doing 1 year unemployment extension they got beef  SEE ME http://www.youtube.com/watch?v=LFrdlBKRHbo"
"twitter","sanbeiji","Put science at the top of the education agenda to meet the challenges of America's future."
"twitter","michaelpolak","Build a national power grid."
"twitter","CARLOSMORALESNY","GREEN TECHNOLOGY AND DICK CHENEY ON TRIAL FOR TOTURE"
"twitter","Jordo_","Mars. Getting humans focused on extra-terrestrial exploration. Neil deGrass Tyson puts it best: http://tinyurl.com/yepv7wp"
"twitter","giancarloesg66","Big Wanted infrastuctures,country south green installations,investments on green and hitech technologies,School education improv"
"twitter","SpencerJohnston","blow up the moon."
"twitter","Sealsj3","getting 1gb internet or at least faster internet throughout the US"
"twitter","JimSeals01","High speed rail throughout the country. We have to be competitive w/ Japan & China. Imagine the transportation revolution."
"twitter","Sealsj3","laying down fiberoptics will not only create jobs in the short term but also in the long term because (cont) http://tl.gd/s8b3l"
"twitter","daniel_clark","Slash DOD budget, use $ to increase budgets for DOS + urgent domestic needs including libraries, & to fund Dept. of Peace."
"twitter","omgDrinkWater","Grand Challenge: affordable, efficient public transportation!"
"twitter","aminahsloan","Achieving global academic ""exceptionalism"" in our K-12 schools."
"twitter","bklyngirlhere","looking for Grand Challenges in science & tech via Twitter http://bit.ly/9ouo1i | More:  http://bit.ly/dy9fk"
"twitter","jaymerose","what about the billions of dollars of debt owed to foreign countries, that's where it should start."
"twitter","Yukio_sachi","I feel like Fuel effeicent, or electric cars should be mandatory if affordable."
"twitter","Funkthulhu","Achieve 25% of all US Power supply from Renewable Resources!"
"twitter","Funkthulhu","Return to the Moon, build moon-base, go to Mars, etc. etc. etc. FUND NASA!"
"twitter","ericvogel84","As a nation, we should halve our carbon emissions. It is our responsibility as a world leader to set an example."
"twitter","bradheintz","Colonization of Mars. It's a necessary hedge against human extinction."
"twitter","KevCheetham","Public wristbands that measure vital signs and send them directly to the patients doctor. Telemetry in essence."
"twitter","SFBreh","free wireless blanket over the entire USA"
"twitter","jeffzugale","NASA project to develop permanent space habitat living a la O'Neill colony/L5 in concert with moon-based resource production"
"twitter","KevCheetham","Infrastructures that communicate with each other to make the country safer."
"twitter","CarlHaufle","Education reform. College is bankrupting us students right now, and with the economy the way it is it's harder to get loans now."
"twitter","D_TraneWayne","taking care of our people and get the money out of paying back the big corps.make a healthcare plan that works."
"twitter","jacobvann","Make math, science and history important in our schools.  Make our children the smartest in the world again."
"twitter","jeffzugale","long-term plan to switch away from coal-powered electric generation; nat'l program to reduce electric use by 50% in 20-30 yrs"
"twitter","NI_Productions","Combat Identity theft much harder... and help those who are suffering form the effects."
"twitter","trebledmind","Repeal the so-called ""Defense of Marriage Act"""
"twitter","KevCheetham","Now that technology is exponentially growing, it may be wise to invest in government run wireless access points."
"twitter","Downtownpatti","You guys need to un- glue the Republican congress from each other, it is too too weird that they are all hung together STRANGE"
"twitter","Starstew","Grand challenge -&gt; Permanent self-sustaining manned Lunar outpost."
"twitter","trebledmind","Bring our troops home from Iraq and Afghanistan"
"twitter","jeffzugale","incentive project to refurbish and expand US nat'l and commercial rail systems to replace high-traffic air travel routes"
"twitter","trebledmind","Repeal ""Don't Ask Don't Tell"""
"twitter","yogahz","college education for everyone, so that the Grand Challenges of the future can be understood and solved by everyone"
"twitter","BetaFlame","Study the effects of Patents and Copyright on the market with independent studies. Not funded by patent/copyright holders."
"twitter","trebledmind","Balance the budget."
"twitter","cuppajoeava","Grand ideas, ? If you're asking the Twitterverse I'm afraid you might get a lot of answers that involve Justin Bieber, Lady Gaga"
"twitter","soychemist","Create a dragnet to find new virus-fighting drugs. Help professors get the medications they invent into clinical trials."
"twitter","Gargantujuan","How about energy independence through green technology? Also, changing the USDA and FDA to help curb the obesity epidemic."
"twitter","SagaciousT","I think the ""grand challenge"" is still single-payer/medicare for everyone."
"twitter","ChrisBarnhart","Repeal and Replace the UNCONSTITUTIONAL Health Care Reform Act."
"twitter","barswanian","A public transportation system that allows people to move across the country with the ease that a package does."
"twitter","mmawesome","Move to a resource-based economy and abandon the monetary system."
"twitter","madawg49","We should finally have a man walk on the surface of the sun"
"twitter","wtaylorhill","Producing more green technology and business opportunities"
"twitter","Cyrenic_Team","TAKE CARE OF OUR POOR AND SUFFERING NOT OTHER COUNTRIES!"
"twitter","johnsarik","Ubiquitous printed electronics. Take the next step in making atoms the new bits http://shar.es/mtopR"
"twitter","thesatsui","I would like to see the use of fusion power plants to power our cities. Also, how about overhauling our outdated train system?"
"twitter","pulletsforever","end security theater, green transportation, real broadband, green power, space exploration"
"twitter","acharrell","Preservation of historic homes. Enable review of any plan requiring demolition, esp. for 50-plus yr. old structures."
"twitter","mbeckett","zero-carbon energy. it will free us from foreign oil and stop global warming."
"twitter","MyGreenEducate","Big Wanted infrastuctures,country south green installations,investments on green and hitech technologie... http://ow.ly/174j1N"
"twitter","GreenInvestMag","Big Wanted infrastuctures,country south green installations,investments on green and hitech technologie... http://ow.ly/174j2l"
"twitter","KevCheetham","It's time to seriously invest in renewable energy sources. Wind, Solar, and Geothermal."
"twitter","lyukna","A manned mission to Mars"
"twitter","jeffzugale","since we're not funding Constellation or manned Mars mission, how about public funding for Space Elevator research"
"twitter","ChiefSpork","Flat taxes, pay down the nat. debt, lower unemployment. You can't move forward without correcting the present issues."
"twitter","lonlentz","The Constitution contains some really great ideas. You should try reading it some time."
"twitter","crdiddle","Commercial Rockets, Space Elevator, Colonize the Moon, Manned Mars exploration, 10% red in all prog to fund Research"
"twitter","KevCheetham","More research should be done on drugs that can easily pass the blood-brain barrier to fight mental illnesses."
"twitter","diggs31","agreed RT   find a way to be able to compete with China, Russia, Brazil, and India economically"
"twitter","Funkthulhu","Ridiculously cool mandates, support and tax breaks for Monolithic Domes in post-hurricane/earthquake/flood/fire reconstruction."
"twitter","tinylibrarian","next grand challenge: protecting the nation's libraries from massive budget cuts & layoffs!"
"twitter","Capt_Gravy","find a way to be able to compete with China, Russia, Brazil, and India economically"
"twitter","cuppajoeava","Seriously though,  Can we work toward producing things? Cut deficit? Reform education syst? First be responsible, then go grand."
"twitter","j_ecker","Upgrade the country's energy infrastructure and make green and nuclear viable alternatives to our fossil fuel dependence"
"twitter","jaymerose","Another: instead of shipping easy work off to china--how about we do it here? It save money, and give America jobs. Yes?"
"twitter","KevCheetham","Sea floor exploration to help our scientists discover new species."
"twitter","smoovebcoffee","Create serious public park infrastructure for all towns&gt;1000 people."
"twitter","paynomind","Re-examine and revamp the USDA school lunch specifications to make kids eat healthier, develop healthy eating habits."
"twitter","sociokind","We should also revamp our patent laws which limit out smaller inovators suffocating progress."
"twitter","sociokind","We as country hold reemphasis science and tech education to forge advances in all fields & return to producing goods."
"twitter","Dr_Eric","Rescind the permanent deferral for MSM to donate blood from FDA."
"twitter","retuj","fix the education system, easy way.. require ALL Federal state and locally ELECTED officals to send kids to public school!"
"twitter","Eric_Hazelbaker","artificial photosynthesis"
"twitter","vaidila","commuter rail linking all major cities"
"twitter","JGChesney","GrandChallenge resp.  to  : Upgrade all coal/gas plants w/Calera's MAP tech; creates jobs, plant revenues & reduces CO2"
"twitter","rwmacleod","driverless transportation system"
"twitter","ChicTrips","Stop rewarding $peculators and Lender$ at the expense of worker$ and $avers. Break up the too Big to fail Bankers. Accountabilty"
"twitter","rwmacleod","re-forest America."
"twitter","WalterSobchak65","Solar power for every home in America. Move powerlines underground = no fail for ice storms, hurricanes, etc."
"twitter","michellekrater","Let's put new books on every school child's desk in America"
"twitter","Groovyest","Paint Every Roof in the US White -Doing this dropped the temperature in my home 12 degrees- Cut my cooling bill in half---&gt;"
"twitter","offLake","Localized, sustainable, healthy food production with maximized recycling and minimized water usage."
"twitter","makosiej","We should put a man on Mars."
"twitter","Jekyll1281","Manned mission to Mars or colonization of the Moon."
"twitter","SaveTheLibrary","BTW, deadline 4 suggestions 4 's Grand Challenge to-do list is 2moro, 4/15! Send ideas 2  now! http://bit.ly/dy9fkL"
"twitter","baconqurlyq","Fire the TSA!  http://spedr.com/4l496"
"twitter","tadkil","Effective regulation of the banking industry, and prosecution of those individuals who defrauded this country."
"twitter","FoximusPrime","Legalizing marijuana should be on the to do list."
"twitter","SaveTheLibrary","asks What Grand Challenge should be on our Nation's to-do list? http://bit.ly/dy9fkL - Tell them"
"twitter","cahans","Manned extra-lunar space exploration."
"twitter","NDNico","We should be working on continued manned space flight toward colonization of the moon as a stepping stone to Mars and beyond"
"twitter","siculars","major cap injection 4 renewable energy research. show world we will stop buying foreign oil via incentivization"
"twitter","JGChesney","GrandChallenge resp.  to : For early childhood development, double maternity leave from 12to24 wks & give biz tax credit."
"twitter","taoteh1221","Hydrogen pwr as feasible alt. to oil, 4 long term security. The most abundant element's byproduct: life-giving water."
"twitter","Mulciber","INCOME DISPARITY."
"twitter","ginatrapani","Detect major earthquakes/tsunamis 24 hours BEFORE they happen http://bit.ly/apKpTl"
"twitter","bronwyn","I'll second - Fire the TSA!  http://spedr.com/4l496"
"twitter","Supertim80","We should work on ""Galactic Internet"" I've heard of a past project of a ""Satellite Router"" before to expand internet further."
"twitter","MetaGrrrl","Cut the poverty level in the U.S. in half (to under 7%) & reduce relative poverty (raise bottom 20% w/out lowering middle)"
"twitter","offLake","Simplify the tax code, allow deduction of educ expenses for multiple re-careering to use max potential of all citizens"
"twitter","jeffrash","True net neutrality, ie an open and equal Internet."
"twitter","rock_golf","About 15,000 days left b4 world oil runs out. Ur presidency is at most 10% of that time. Pls start the process  God bless"
"twitter","hawkman928","Getting smart educated people jobs that pay well so they can get off unemployment and DADT"
